order_date,product_id,category,quantity,revenue,unit_cost,margin,margin_rate,client_id,country,channel
2025-03-12,Bea-384611,Beauty,16,26.88,17.09,9.79,36.42,C-72373304,Spain,Web
2022-07-16,Ele-775951,Electronics,11,126.08,88.28,37.8,29.98,C-17891875,Denmark,Marketplace
2024-09-23,Hea-568036,Health,12,383.95,194.79,189.16,49.27,C-45866965,Sweden,Social Media
2022-09-17,Gar-121778,Garden,3,39.22,22.43,16.79,42.81,C-38580646,Japan,Marketplace
2025-10-21,Spo-485237,Sports,6,77.95,40.63,37.32,47.88,C-37474215,Australia,App
2023-08-19,Tra-838428,Travel,16,348.64,157.35,191.29,54.87,C-96994234,Germany,Phone
2025-04-30,Hea-626893,Health,12,446.84,248.23,198.61,44.45,C-34485779,Belgium,App
2023-06-18,Ele-131070,Electronics,6,318.7,248.24,70.46,22.11,C-02915898,Poland,App
2022-01-24,Ele-569926,Electronics,14,115.03,89.45,25.58,22.24,C-79560171,United States,Marketplace
2024-07-31,Tra-194216,Travel,9,31.44,17.33,14.11,44.88,C-60360898,Norway,Email
2025-01-03,Fur-975544,Furniture,17,309.49,164.2,145.29,46.94,C-39926695,Denmark,Marketplace
2024-07-11,Gar-342427,Garden,12,28.46,16.61,11.85,41.64,C-79221200,Sweden,Phone
2025-11-18,Aut-027980,Automotive,1,308.3,210.04,98.26,31.87,C-44499409,Spain,Marketplace
2023-11-10,Jew-500116,Jewelry,8,116.66,85.3,31.36,26.88,C-42855881,United States,Store
2022-04-20,Mus-682371,Music,12,452.8,211.55,241.25,53.28,C-29059731,Brazil,Store
2022-03-31,Bea-157158,Beauty,16,240.17,126.05,114.12,47.52,C-11483235,Mexico,Store
2022-02-06,Fur-220541,Furniture,1,115.85,61.06,54.79,47.29,C-30471554,Italy,App
2024-04-01,Boo-594786,Books,3,427.31,208.48,218.83,51.21,C-79377345,Poland,Social Media
2024-09-19,Mus-522099,Music,12,130.75,64.44,66.31,50.72,C-84534074,Norway,Web
2023-07-26,Gar-698638,Garden,4,156.77,79.12,77.65,49.53,C-00185139,Austria,Store
2023-08-07,Fur-328537,Furniture,10,417.97,244.47,173.5,41.51,C-59572027,Mexico,Phone
2022-11-03,Toy-261549,Toys,2,157.85,85.7,72.15,45.71,C-75699845,Mexico,Web
2022-03-03,Bea-589446,Beauty,9,208.03,112.77,95.26,45.79,C-53875461,Poland,Store
2022-11-01,Hea-618129,Health,3,177.09,91.25,85.84,48.47,C-30009364,Spain,Marketplace
2022-06-28,Tra-903512,Travel,1,62.62,30.52,32.1,51.26,C-10606874,Mexico,Marketplace
2023-06-24,Clo-126948,Clothing,5,24.25,12.59,11.66,48.08,C-70308475,Sweden,App
2024-07-20,Boo-587924,Books,5,363.65,186.52,177.13,48.71,C-52317772,Austria,Phone
2024-07-20,Foo-105075,Food,2,324.34,148.2,176.14,54.31,C-47387368,Italy,App
2024-04-24,Off-761223,Office,15,144.77,75.22,69.55,48.04,C-27585887,Sweden,Web
2024-11-25,Fur-708794,Furniture,1,151.32,74.86,76.46,50.53,C-40198582,Germany,App
2024-01-20,Ele-147475,Electronics,5,472.78,369.97,102.81,21.75,C-86960877,Poland,Social Media
2025-01-01,Jew-709969,Jewelry,7,493.9,347.9,146.0,29.56,C-58479568,Poland,Social Media
2024-11-19,Clo-002420,Clothing,11,239.35,143.54,95.81,40.03,C-05317733,Switzerland,Social Media
2024-01-09,Fur-142290,Furniture,10,402.21,195.57,206.64,51.38,C-29059731,Denmark,Phone
2025-08-19,Fur-958195,Furniture,2,369.66,218.14,151.52,40.99,C-33687787,Portugal,App
2025-10-02,Spo-737346,Sports,14,152.17,97.18,54.99,36.14,C-27871303,Poland,Store
2024-03-07,Mus-423350,Music,5,33.99,16.59,17.4,51.19,C-53855648,Sweden,Web
2024-12-24,Spo-265277,Sports,16,75.57,47.2,28.37,37.54,C-49541892,Poland,Email
2024-01-17,Clo-847333,Clothing,2,419.96,254.48,165.48,39.4,C-29619413,Denmark,Web
2023-09-19,Aut-623377,Automotive,10,366.95,278.72,88.23,24.04,C-10361116,Brazil,Web
2023-03-29,Hea-065370,Health,18,333.85,192.75,141.1,42.26,C-94190157,Portugal,Phone
2024-04-10,Spo-964558,Sports,5,69.67,38.09,31.58,45.33,C-31690979,Belgium,Email
2024-01-28,Ele-514669,Electronics,17,321.77,241.31,80.46,25.01,C-17535660,Austria,Store
2024-05-10,Boo-826935,Books,11,387.22,210.67,176.55,45.59,C-12580430,Germany,App
2024-03-29,Foo-510036,Food,5,431.0,216.16,214.84,49.85,C-41903763,Mexico,Phone
2025-10-24,Mus-648597,Music,6,11.55,6.42,5.13,44.42,C-00256898,Poland,Store
2024-11-26,Tra-868103,Travel,16,343.82,180.78,163.04,47.42,C-98634937,France,Marketplace
2023-01-16,Bea-050570,Beauty,5,14.45,8.23,6.22,43.04,C-38184234,Norway,Store
2025-05-27,Foo-200298,Food,16,354.9,194.72,160.18,45.13,C-64976490,France,Email
2023-10-11,Foo-099851,Food,17,319.63,182.95,136.68,42.76,C-60115111,Norway,App
2022-09-03,Bea-307375,Beauty,9,78.43,43.85,34.58,44.09,C-27871303,Portugal,Email
2022-09-08,Spo-344422,Sports,2,384.23,201.45,182.78,47.57,C-85938858,Switzerland,Email
2023-07-19,Clo-834366,Clothing,19,38.83,23.54,15.29,39.38,C-12333049,Austria,Phone
2024-06-27,Bea-263706,Beauty,17,414.07,266.42,147.65,35.66,C-27196768,Norway,Store
2025-10-01,Hea-725282,Health,5,134.65,75.07,59.58,44.25,C-59020319,France,App
2024-03-31,Hea-804993,Health,2,345.98,171.74,174.24,50.36,C-91808313,Netherlands,Store
2023-12-16,Gar-708322,Garden,11,462.23,228.69,233.54,50.52,C-49269738,Poland,Store
2023-04-17,Toy-950750,Toys,1,173.21,98.43,74.78,43.17,C-77563553,Mexico,Web
2022-05-02,Aut-213639,Automotive,9,253.93,173.02,80.91,31.86,C-83055979,Canada,Web
2025-09-11,Boo-252435,Books,6,234.24,112.98,121.26,51.77,C-56265405,Switzerland,Web
2024-02-20,Jew-131335,Jewelry,11,83.02,59.43,23.59,28.41,C-37577776,Canada,Phone
2024-01-18,Spo-744382,Sports,8,297.2,165.47,131.73,44.32,C-93714133,United States,App
2022-05-01,Mus-646979,Music,13,372.79,172.59,200.2,53.7,C-41653278,Poland,Social Media
2022-05-19,Tra-757406,Travel,12,458.85,219.56,239.29,52.15,C-39444395,Mexico,Social Media
2022-03-28,Aut-006646,Automotive,9,426.15,323.55,102.6,24.08,C-97634667,Denmark,Phone
2022-05-10,Bea-097439,Beauty,15,257.46,141.56,115.9,45.02,C-67825246,Poland,Phone
2022-09-09,Toy-600972,Toys,5,360.91,178.62,182.29,50.51,C-33615360,Germany,Social Media
2024-02-26,Jew-638805,Jewelry,15,401.39,299.16,102.23,25.47,C-78075298,United Kingdom,Social Media
2025-10-15,Mus-353817,Music,2,249.28,136.19,113.09,45.37,C-68350413,Australia,App
2025-12-24,Boo-157084,Books,15,62.14,31.27,30.87,49.68,C-95815641,Austria,Web
2022-02-16,Off-178650,Office,3,221.78,112.67,109.11,49.2,C-58474864,Belgium,Phone
2023-05-16,Boo-211831,Books,10,422.03,171.3,250.73,59.41,C-49558362,Mexico,Web
2023-03-01,Spo-935893,Sports,7,300.34,178.29,122.05,40.64,C-37129412,Austria,Web
2025-10-30,Bea-342033,Beauty,10,363.61,230.19,133.42,36.69,C-74664806,Sweden,App
2024-08-22,Off-052292,Office,10,96.71,52.42,44.29,45.8,C-26791353,Norway,Store
2024-01-01,Aut-025483,Automotive,8,482.35,339.95,142.4,29.52,C-24896288,Denmark,Marketplace
2022-04-21,Clo-688257,Clothing,13,205.02,125.52,79.5,38.78,C-17194573,Denmark,Email
2025-06-04,Aut-959401,Automotive,2,328.55,243.2,85.35,25.98,C-72242279,Brazil,App
2024-11-28,Aut-151174,Automotive,12,14.34,10.56,3.78,26.36,C-45636454,Switzerland,Email
2022-05-15,Boo-738094,Books,9,68.02,28.73,39.29,57.76,C-37128076,Norway,Email
2025-08-11,Clo-880506,Clothing,1,392.11,206.4,185.71,47.36,C-70499886,United States,Store
2023-09-02,Clo-333529,Clothing,12,484.14,262.53,221.61,45.77,C-76469767,Norway,Email
2024-11-23,Spo-093493,Sports,12,163.43,89.38,74.05,45.31,C-00256898,Norway,Phone
2024-09-13,Mus-382438,Music,3,23.4,13.01,10.39,44.4,C-68477878,Poland,Web
2023-03-04,Jew-458766,Jewelry,8,183.63,128.88,54.75,29.82,C-67407359,France,Phone
2024-12-27,Fur-275951,Furniture,13,13.65,7.75,5.9,43.22,C-49815276,Japan,Web
2022-07-18,Foo-075765,Food,17,100.22,52.88,47.34,47.24,C-40949448,Mexico,Social Media
2023-07-14,Mus-775353,Music,10,377.47,175.62,201.85,53.47,C-04328131,Denmark,Social Media
2022-09-16,Foo-200096,Food,15,468.86,273.41,195.45,41.69,C-49558362,Belgium,Email
2023-12-26,Boo-046062,Books,9,48.29,24.17,24.12,49.95,C-18603604,Austria,Store
2023-11-05,Fur-287426,Furniture,18,281.16,174.25,106.91,38.02,C-29619413,Portugal,Marketplace
2022-05-17,Jew-885438,Jewelry,8,130.67,93.67,37.0,28.32,C-24439520,Spain,Email
2024-07-04,Fur-119529,Furniture,14,73.83,36.35,37.48,50.77,C-04633523,United Kingdom,Email
2024-07-24,Spo-989615,Sports,11,113.4,61.02,52.38,46.19,C-62568079,Norway,Store
2023-01-16,Aut-113729,Automotive,13,290.99,205.71,85.28,29.31,C-44499409,Sweden,Store
2022-08-26,Boo-769104,Books,16,37.24,17.22,20.02,53.76,C-11497390,Canada,Email
2025-07-31,Clo-800704,Clothing,14,219.94,138.43,81.51,37.06,C-79810937,Portugal,Phone
2023-11-19,Hea-053283,Health,9,71.94,36.67,35.27,49.03,C-10361116,Switzerland,Phone
2023-04-03,Boo-578282,Books,9,139.98,75.21,64.77,46.27,C-89002813,Belgium,Marketplace
2025-03-04,Foo-874512,Food,19,99.42,51.64,47.78,48.06,C-49397780,Switzerland,Store
2022-03-23,Off-449025,Office,5,442.07,258.22,183.85,41.59,C-51718266,Netherlands,Store
2023-08-18,Jew-604192,Jewelry,15,355.47,258.23,97.24,27.36,C-89064843,Norway,App
2023-10-16,Tra-170332,Travel,11,434.89,204.52,230.37,52.97,C-80211462,Brazil,Phone
2025-05-17,Fur-398715,Furniture,19,194.81,117.22,77.59,39.83,C-23784180,Denmark,Marketplace
2023-02-07,Jew-346619,Jewelry,6,160.14,113.85,46.29,28.91,C-67493075,United States,Web
2024-04-01,Mus-422533,Music,10,193.39,102.18,91.21,47.16,C-59572027,Mexico,Social Media
2022-07-07,Tra-011178,Travel,16,14.18,7.45,6.73,47.46,C-35609087,Austria,Web
2023-05-08,Spo-790371,Sports,5,363.73,229.86,133.87,36.8,C-01547198,Sweden,Email
2022-09-12,Boo-906071,Books,18,178.14,90.44,87.7,49.23,C-81507503,United States,Phone
2025-09-08,Mus-118026,Music,19,160.1,73.56,86.54,54.05,C-67412814,Sweden,Web
2023-03-01,Off-516612,Office,10,301.08,173.02,128.06,42.53,C-78366570,Netherlands,Social Media
2025-12-09,Bea-639773,Beauty,10,220.94,110.9,110.04,49.81,C-30009364,Netherlands,Social Media
2025-04-05,Tra-096137,Travel,12,490.52,251.04,239.48,48.82,C-36670530,Japan,Store
2023-04-30,Boo-483812,Books,3,181.35,74.88,106.47,58.71,C-13019908,Brazil,Marketplace
2023-03-12,Mus-605530,Music,4,308.88,148.28,160.6,51.99,C-98634937,Australia,Email
2022-06-29,Clo-724570,Clothing,12,159.27,82.25,77.02,48.36,C-37260085,Spain,Email
2024-12-30,Boo-420503,Books,7,495.34,269.13,226.21,45.67,C-24896288,Brazil,Social Media
2024-06-19,Toy-369082,Toys,12,225.33,116.72,108.61,48.2,C-50369419,Denmark,Marketplace
2023-10-06,Spo-776569,Sports,3,318.89,203.68,115.21,36.13,C-28416438,Denmark,Phone
2022-05-19,Ele-362101,Electronics,18,67.73,47.56,20.17,29.78,C-88895592,Denmark,Phone
2024-02-26,Spo-713717,Sports,19,367.85,221.77,146.08,39.71,C-00785431,Brazil,Store
2022-04-12,Fur-140226,Furniture,5,138.26,72.31,65.95,47.7,C-45261324,Portugal,Email
2023-04-13,Hea-320060,Health,14,227.06,120.45,106.61,46.95,C-67412814,United States,Email
2022-10-10,Ele-766309,Electronics,8,442.15,348.11,94.04,21.27,C-07951599,Portugal,Web
2024-11-18,Off-219673,Office,15,485.42,304.55,180.87,37.26,C-70657289,Sweden,Email
2022-01-18,Fur-897644,Furniture,16,215.16,110.7,104.46,48.55,C-12527233,Poland,Social Media
2024-01-26,Fur-513903,Furniture,18,418.23,256.27,161.96,38.73,C-73002312,Poland,Email
2023-11-18,Clo-223014,Clothing,11,31.41,18.95,12.46,39.67,C-13599981,Germany,Social Media
2023-08-24,Off-244945,Office,2,424.55,264.78,159.77,37.63,C-53591004,Netherlands,Store
2024-11-09,Clo-536322,Clothing,10,316.61,185.01,131.6,41.57,C-58039152,Spain,Marketplace
2025-09-11,Off-881445,Office,11,246.91,154.29,92.62,37.51,C-67407359,Switzerland,Marketplace
2025-10-11,Gar-160809,Garden,5,445.53,260.61,184.92,41.51,C-08836017,Spain,Email
2023-03-09,Aut-918319,Automotive,17,423.44,293.38,130.06,30.72,C-52592154,Sweden,App
2025-11-23,Foo-196568,Food,1,151.99,75.48,76.51,50.34,C-15874792,Belgium,Web
2024-11-07,Off-915468,Office,14,396.79,210.93,185.86,46.84,C-81775030,Netherlands,App
2023-01-11,Aut-226904,Automotive,15,54.25,39.99,14.26,26.29,C-62723552,Japan,Marketplace
2025-09-25,Aut-257623,Automotive,7,412.27,313.44,98.83,23.97,C-77563553,Canada,App
2025-03-19,Tra-564023,Travel,8,339.35,186.21,153.14,45.13,C-58039152,United States,Marketplace
2024-10-07,Hea-574650,Health,16,48.49,27.72,20.77,42.83,C-86152080,France,Social Media
2023-12-17,Foo-052286,Food,13,343.12,173.72,169.4,49.37,C-98924873,Norway,Phone
2025-06-10,Bea-709967,Beauty,5,292.36,152.3,140.06,47.91,C-91808313,Spain,Phone
2025-02-01,Ele-344618,Electronics,3,299.3,215.81,83.49,27.9,C-40198582,Spain,Store
2024-10-20,Jew-494312,Jewelry,13,148.98,115.34,33.64,22.58,C-89655900,Japan,Email
2024-01-07,Aut-218857,Automotive,19,136.92,95.13,41.79,30.52,C-50356406,Switzerland,App
2022-08-09,Hea-105212,Health,12,382.45,191.69,190.76,49.88,C-93526944,France,Email
2024-11-15,Gar-947000,Garden,19,132.12,68.63,63.49,48.05,C-56265405,Mexico,Social Media
2024-12-23,Off-603284,Office,17,225.9,115.07,110.83,49.06,C-10560190,Norway,Phone
2022-09-11,Boo-077790,Books,11,348.92,150.7,198.22,56.81,C-58417310,France,Social Media
2025-06-26,Boo-274101,Books,3,44.41,18.76,25.65,57.76,C-64872090,Germany,Store
2024-01-06,Tra-757966,Travel,2,299.3,171.7,127.6,42.63,C-93526944,Sweden,Store
2024-04-05,Fur-981684,Furniture,14,296.74,150.39,146.35,49.32,C-00734746,France,Phone
2025-02-28,Tra-794284,Travel,17,343.69,193.16,150.53,43.8,C-28416438,Canada,Social Media
2022-01-30,Foo-853232,Food,2,188.11,87.89,100.22,53.28,C-22779605,Canada,Email
2024-02-26,Fur-285347,Furniture,18,227.24,136.74,90.5,39.83,C-72803068,Germany,Social Media
2022-01-10,Tra-440894,Travel,15,168.33,88.87,79.46,47.2,C-65359151,Poland,App
2025-01-17,Off-172925,Office,12,405.04,247.26,157.78,38.95,C-07999103,Japan,App
2023-03-06,Hea-703722,Health,16,69.65,41.19,28.46,40.86,C-45123698,Norway,Phone
2025-03-16,Toy-010364,Toys,16,481.66,254.09,227.57,47.25,C-37917365,Switzerland,Web
2025-02-24,Toy-215296,Toys,7,319.24,181.74,137.5,43.07,C-15737726,Sweden,Phone
2023-11-29,Gar-683099,Garden,6,444.02,240.64,203.38,45.8,C-72803068,United Kingdom,Web
2022-05-04,Mus-586464,Music,14,215.98,112.26,103.72,48.02,C-39444395,Portugal,Social Media
2025-09-26,Jew-704194,Jewelry,8,169.48,125.69,43.79,25.84,C-07760687,Austria,Web
2022-02-20,Tra-757622,Travel,19,450.86,256.46,194.4,43.12,C-06400752,United States,Social Media
2023-02-02,Clo-736462,Clothing,19,53.94,33.64,20.3,37.63,C-70308475,Netherlands,Store
2022-11-10,Off-562592,Office,12,62.97,32.85,30.12,47.83,C-35351485,Sweden,Store
2023-10-10,Clo-812246,Clothing,9,153.18,89.83,63.35,41.36,C-95051911,Spain,App
2023-05-29,Foo-540345,Food,9,480.09,280.62,199.47,41.55,C-32466254,Brazil,Email
2023-05-17,Foo-342653,Food,5,318.37,181.14,137.23,43.1,C-89002813,Canada,Marketplace
2023-06-14,Aut-804633,Automotive,14,279.33,216.83,62.5,22.37,C-72373304,Denmark,Phone
2023-11-28,Toy-180990,Toys,1,354.15,170.02,184.13,51.99,C-99169652,Norway,Phone
2024-01-04,Tra-836156,Travel,3,211.65,105.35,106.3,50.22,C-00366258,Portugal,Email
2024-05-09,Aut-446831,Automotive,11,380.25,277.86,102.39,26.93,C-05686328,United Kingdom,Social Media
2023-02-23,Clo-963984,Clothing,4,199.65,106.79,92.86,46.51,C-55524227,Brazil,Email
2022-07-13,Mus-169160,Music,1,414.05,196.74,217.31,52.48,C-41162591,Spain,App
2022-11-08,Ele-567580,Electronics,6,137.31,103.5,33.81,24.62,C-76317237,Switzerland,Web
2024-09-22,Ele-387134,Electronics,10,142.39,102.4,39.99,28.08,C-10313337,Sweden,Social Media
2023-12-23,Foo-094853,Food,4,263.58,128.76,134.82,51.15,C-21743815,Mexico,App
2025-08-15,Mus-049902,Music,17,218.23,95.47,122.76,56.25,C-47610621,Switzerland,Web
2025-09-14,Fur-477947,Furniture,5,325.82,188.93,136.89,42.01,C-59020319,Sweden,Social Media
2023-04-21,Clo-381288,Clothing,2,185.32,102.71,82.61,44.58,C-04939919,Mexico,App
2023-08-07,Ele-679098,Electronics,1,119.12,86.01,33.11,27.8,C-87040379,Brazil,Marketplace
2022-04-27,Mus-740834,Music,16,237.56,116.65,120.91,50.9,C-38066846,United States,App
2022-09-21,Tra-723314,Travel,7,282.67,129.71,152.96,54.11,C-15459783,Japan,Social Media
2022-01-21,Mus-234516,Music,3,75.59,41.52,34.07,45.07,C-88967135,Brazil,Web
2023-04-22,Clo-644012,Clothing,14,280.58,152.68,127.9,45.58,C-62286818,Australia,Social Media
2023-07-03,Spo-986028,Sports,19,163.03,103.56,59.47,36.48,C-44071346,Poland,Phone
2025-04-11,Mus-230230,Music,16,199.26,97.57,101.69,51.03,C-55255668,Denmark,Social Media
2024-08-05,Mus-559906,Music,6,143.26,77.22,66.04,46.1,C-89039545,Australia,App
2024-10-17,Boo-724275,Books,1,466.05,203.69,262.36,56.29,C-91456640,Netherlands,Social Media
2024-12-21,Toy-292909,Toys,7,343.25,162.28,180.97,52.72,C-37064939,Canada,Email
2022-07-25,Aut-721089,Automotive,11,134.92,103.21,31.71,23.5,C-37064939,Germany,Store
2023-09-23,Clo-177208,Clothing,18,324.29,172.5,151.79,46.81,C-35175326,Austria,Phone
2022-06-28,Boo-549610,Books,9,425.04,217.59,207.45,48.81,C-77563553,United Kingdom,Marketplace
2024-06-06,Mus-185185,Music,3,203.81,95.43,108.38,53.18,C-64201343,Poland,Web
2022-12-08,Spo-142351,Sports,8,415.83,256.68,159.15,38.27,C-05513157,Netherlands,Marketplace
2023-03-16,Aut-774788,Automotive,8,81.44,62.77,18.67,22.92,C-38384787,Italy,Phone
2025-01-03,Clo-153088,Clothing,1,412.28,266.85,145.43,35.27,C-44876672,Belgium,Email
2022-10-17,Foo-080615,Food,10,272.45,137.31,135.14,49.6,C-26791353,Netherlands,Phone
2023-07-11,Boo-286869,Books,15,115.37,52.51,62.86,54.49,C-37051546,Brazil,App
2025-03-13,Aut-335663,Automotive,10,206.53,160.71,45.82,22.19,C-12499130,Austria,App
2023-10-11,Clo-121837,Clothing,8,494.06,310.88,183.18,37.08,C-05513157,Japan,Email
2022-07-27,Boo-546425,Books,2,392.86,159.8,233.06,59.32,C-78075298,Austria,Phone
2022-09-29,Spo-798489,Sports,18,289.67,172.22,117.45,40.55,C-36956215,Portugal,Store
2023-02-19,Clo-807713,Clothing,2,62.01,32.69,29.32,47.28,C-82393409,Austria,App
2025-11-21,Clo-897905,Clothing,19,211.82,137.49,74.33,35.09,C-93714133,Brazil,Phone
2023-01-19,Off-891705,Office,9,135.21,70.05,65.16,48.19,C-49541892,United Kingdom,Email
2025-07-08,Clo-414932,Clothing,10,40.15,23.44,16.71,41.62,C-93334755,Canada,App
2024-06-09,Gar-137606,Garden,4,273.39,151.22,122.17,44.69,C-84534074,United States,Phone
2025-04-05,Jew-059672,Jewelry,1,445.15,353.32,91.83,20.63,C-11483235,Canada,Phone
2024-11-07,Gar-892856,Garden,11,339.42,196.39,143.03,42.14,C-15114461,Austria,Phone
2023-10-22,Mus-894603,Music,2,128.59,58.43,70.16,54.56,C-03903537,Canada,App
2022-09-04,Foo-956062,Food,4,288.92,154.83,134.09,46.41,C-50369419,Belgium,Marketplace
2025-08-12,Tra-638958,Travel,15,471.9,270.85,201.05,42.6,C-59572027,Italy,Store
2023-02-18,Mus-125466,Music,13,362.84,189.77,173.07,47.7,C-96292154,Sweden,Social Media
2025-09-05,Spo-551253,Sports,1,346.29,211.06,135.23,39.05,C-94166975,United States,Web
2023-12-16,Gar-213665,Garden,2,484.24,273.93,210.31,43.43,C-26550289,Germany,Email
2022-06-30,Aut-298613,Automotive,6,400.44,285.21,115.23,28.78,C-53161780,Belgium,Store
2025-08-12,Hea-869712,Health,7,72.63,41.55,31.08,42.79,C-45123698,Poland,Marketplace
2024-08-01,Jew-928762,Jewelry,19,177.08,128.08,49.0,27.67,C-73002312,United States,Email
2024-06-11,Fur-633930,Furniture,4,482.74,260.65,222.09,46.01,C-66252527,Spain,Social Media
2022-03-02,Hea-325724,Health,18,247.4,147.1,100.3,40.54,C-51718266,Germany,Social Media
2025-05-17,Jew-208417,Jewelry,9,60.26,42.3,17.96,29.8,C-81507503,Australia,Email
2022-06-15,Toy-265211,Toys,11,232.01,116.9,115.11,49.61,C-62568079,Australia,Web
2024-10-05,Toy-616562,Toys,5,350.01,169.65,180.36,51.53,C-04847310,United Kingdom,Phone
2025-08-16,Clo-034212,Clothing,1,498.79,264.25,234.54,47.02,C-76317237,United States,Social Media
2023-10-17,Mus-143289,Music,2,165.33,88.85,76.48,46.26,C-55196648,Italy,Store
2022-12-17,Jew-780400,Jewelry,3,259.47,199.7,59.77,23.04,C-68477878,Belgium,Social Media
2024-12-20,Fur-677231,Furniture,17,440.44,218.36,222.08,50.42,C-22479698,Switzerland,Email
2022-09-20,Jew-529467,Jewelry,2,180.86,135.54,45.32,25.06,C-85186653,Sweden,Marketplace
2022-05-04,Foo-462105,Food,1,59.08,30.72,28.36,48.0,C-49369087,Portugal,Social Media
2025-06-15,Hea-252140,Health,2,474.72,232.59,242.13,51.0,C-55524227,France,Marketplace
2024-07-20,Foo-809597,Food,8,246.78,140.66,106.12,43.0,C-43219009,Spain,Social Media
2025-01-18,Fur-219052,Furniture,13,253.88,134.9,118.98,46.86,C-47158870,Belgium,Web
2022-05-19,Jew-711724,Jewelry,14,312.49,242.55,69.94,22.38,C-25677245,Denmark,Store
2025-10-17,Boo-399135,Books,12,6.75,2.89,3.86,57.19,C-29059731,Portugal,Marketplace
2025-12-07,Off-055012,Office,9,465.91,252.04,213.87,45.9,C-08778513,Portugal,Social Media
2024-05-09,Mus-605380,Music,19,183.92,79.7,104.22,56.67,C-10313337,Mexico,App
2025-01-21,Foo-471763,Food,7,201.48,95.0,106.48,52.85,C-70657289,Denmark,App
2022-05-14,Foo-178674,Food,10,91.18,53.11,38.07,41.75,C-25677245,Belgium,Phone
2025-05-12,Ele-964166,Electronics,3,192.19,136.63,55.56,28.91,C-05513157,Denmark,Store
2024-03-29,Jew-214762,Jewelry,19,402.95,285.92,117.03,29.04,C-76305274,Japan,Phone
2024-11-27,Mus-415510,Music,17,401.0,221.21,179.79,44.84,C-69293751,Spain,Email
2024-10-14,Tra-078272,Travel,8,468.22,250.01,218.21,46.6,C-47158870,Netherlands,Marketplace
2023-04-02,Foo-173734,Food,18,204.6,95.17,109.43,53.48,C-79884677,Belgium,Phone
2023-03-14,Gar-475330,Garden,7,355.82,212.08,143.74,40.4,C-70657289,Norway,Web
2023-11-11,Spo-341676,Sports,7,256.08,138.06,118.02,46.09,C-35116219,Portugal,Email
2023-10-09,Off-980162,Office,16,402.99,241.64,161.35,40.04,C-38246466,Spain,Web
2023-09-14,Off-614974,Office,15,357.71,180.48,177.23,49.55,C-88236125,Sweden,Store
2025-06-01,Jew-972510,Jewelry,14,187.11,142.66,44.45,23.76,C-59572027,Netherlands,Web
2025-04-06,Toy-391477,Toys,16,171.65,89.44,82.21,47.89,C-99169652,Australia,Social Media
2025-02-04,Ele-808730,Electronics,9,129.96,93.68,36.28,27.92,C-91149766,Brazil,Email
2025-11-04,Foo-948060,Food,10,290.38,158.68,131.7,45.35,C-12311204,Austria,Store
2022-01-24,Ele-430627,Electronics,15,482.1,367.22,114.88,23.83,C-05034158,France,Email
2024-03-19,Toy-745860,Toys,10,104.03,57.61,46.42,44.62,C-62286818,Netherlands,Marketplace
2025-08-23,Fur-253634,Furniture,2,52.15,31.43,20.72,39.73,C-22244580,Belgium,Web
2024-07-23,Fur-538034,Furniture,5,64.1,35.35,28.75,44.85,C-10807622,France,Social Media
2025-10-13,Hea-493272,Health,8,392.63,211.49,181.14,46.14,C-01547198,Australia,Phone
2023-01-05,Tra-244511,Travel,6,178.3,94.64,83.66,46.92,C-12527233,Australia,Email
2024-09-23,Jew-164500,Jewelry,6,116.06,89.71,26.35,22.7,C-68075571,Belgium,Email
2022-06-20,Toy-546287,Toys,1,179.66,89.17,90.49,50.37,C-37474215,Austria,Phone
2022-08-10,Bea-101136,Beauty,16,324.44,186.78,137.66,42.43,C-52592154,Belgium,Web
2023-03-19,Tra-720072,Travel,18,275.66,145.01,130.65,47.4,C-58474864,Switzerland,Store
2025-03-22,Hea-816793,Health,3,373.08,226.97,146.11,39.16,C-13714323,Japan,Store
2024-05-11,Bea-897557,Beauty,7,172.84,101.66,71.18,41.18,C-01547198,Belgium,Web
2023-01-11,Jew-663848,Jewelry,12,228.75,165.25,63.5,27.76,C-05686328,Germany,Email
2022-10-08,Clo-562669,Clothing,10,55.47,32.63,22.84,41.18,C-94070452,Brazil,Store
2023-12-14,Mus-940858,Music,10,41.16,22.01,19.15,46.53,C-41162591,Austria,App
2025-05-27,Ele-672074,Electronics,9,233.82,183.72,50.1,21.43,C-91222462,France,Email
2024-08-15,Ele-531065,Electronics,11,154.29,120.35,33.94,22.0,C-72683595,United States,Store
2024-03-21,Mus-405257,Music,19,308.34,167.84,140.5,45.57,C-05606972,Belgium,Phone
2024-04-06,Mus-275286,Music,8,26.29,12.27,14.02,53.33,C-85938858,United States,Marketplace
2023-05-01,Fur-615684,Furniture,18,65.27,35.97,29.3,44.89,C-62286818,Mexico,Web
2022-12-01,Tra-926774,Travel,4,433.27,238.88,194.39,44.87,C-64976490,Poland,Email
2024-01-12,Bea-496921,Beauty,2,285.32,153.98,131.34,46.03,C-79560171,Italy,App
2023-02-14,Mus-973571,Music,13,357.47,168.73,188.74,52.8,C-71670241,Australia,Web
2022-02-23,Gar-648042,Garden,14,421.78,243.1,178.68,42.36,C-98924873,Switzerland,Email
2023-12-02,Aut-266010,Automotive,15,234.6,177.59,57.01,24.3,C-59063277,Austria,Store
2025-01-03,Mus-668389,Music,13,381.72,212.22,169.5,44.4,C-05686328,United States,App
